,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
511638,id511638,1,2016-05-05 22:24:37,2016-05-05 22:39:48,1,-73.99153900146483,40.71437454223633,-73.96441650390625,40.68648910522461,N,911
1036247,id1036247,1,2016-05-16 17:22:50,2016-05-16 17:49:13,1,-73.98937225341797,40.77290725708008,-73.9992904663086,40.71894073486328,N,1583
291334,id291334,2,2016-04-21 23:32:04,2016-04-21 23:35:29,1,-73.97926330566406,40.740325927734375,-73.98554992675781,40.7315559387207,N,205
689350,id689350,2,2016-01-21 09:12:55,2016-01-21 09:18:34,2,-74.00068664550781,40.72739028930664,-74.00760650634766,40.7322998046875,N,339
1298486,id1298486,1,2016-04-26 11:44:06,2016-04-26 12:03:50,1,-73.99964904785155,40.75467300415039,-73.98643493652342,40.7429313659668,N,1184
81868,id081868,2,2016-01-12 06:56:02,2016-01-12 07:00:03,5,-74.0003662109375,40.74799728393555,-73.99565124511719,40.740211486816406,N,241
303787,id303787,1,2016-03-12 08:50:15,2016-03-12 08:55:23,2,-73.9747085571289,40.77814102172852,-73.97517395019531,40.76102828979492,N,308
755831,id755831,2,2016-01-15 21:34:29,2016-01-15 21:56:55,1,-73.99188995361328,40.72925567626953,-73.977783203125,40.76474380493164,N,1346
29042,id029042,2,2016-06-20 10:25:23,2016-06-20 10:38:42,2,-73.95333099365234,40.76472091674805,-73.9642562866211,40.77476119995117,N,799
516027,id516027,2,2016-06-06 22:32:37,2016-06-06 22:42:38,2,-73.95066833496094,40.80590057373047,-73.9793472290039,40.78379821777344,N,601
921357,id921357,2,2016-03-22 12:46:45,2016-03-22 13:07:55,1,-73.9822769165039,40.75621032714844,-73.9535598754883,40.77526092529297,N,1270
1091429,id1091429,2,2016-03-03 07:51:08,2016-03-03 07:58:46,1,-73.9960708618164,40.711280822753906,-73.99241638183594,40.71717071533203,N,458
102023,id102023,1,2016-04-06 09:42:44,2016-04-06 10:04:10,1,-73.95162963867188,40.76991653442383,-74.01431274414062,40.71424865722656,N,1286
175785,id175785,2,2016-04-01 12:07:26,2016-04-01 12:18:40,1,-73.95956420898438,40.77697372436523,-73.94279479980467,40.7859764099121,N,674
595726,id595726,2,2016-01-29 00:59:48,2016-01-29 01:12:26,1,-73.95092010498048,40.779151916503906,-74.0040283203125,40.710411071777344,N,758
678679,id678679,1,2016-04-04 10:27:06,2016-04-04 10:36:10,2,-73.97830963134766,40.766563415527344,-73.97606658935547,40.76007080078125,N,544
681733,id681733,1,2016-02-15 16:04:28,2016-02-15 16:15:13,1,-73.96779632568358,40.76852416992188,-73.9886016845703,40.74443817138672,N,645
526320,id526320,2,2016-03-09 11:50:55,2016-03-09 12:06:03,1,-73.9709243774414,40.767311096191406,-73.98914337158203,40.75127029418945,N,908
701173,id701173,1,2016-06-02 13:08:46,2016-06-02 13:15:17,1,-73.98590087890625,40.751861572265625,-73.98056030273438,40.75975799560547,N,391
670896,id670896,2,2016-05-09 13:47:03,2016-05-09 14:15:40,1,-73.99992370605469,40.76183700561523,-73.98849487304686,40.68556594848633,N,1717
1280379,id1280379,2,2016-06-11 20:57:55,2016-06-11 21:12:09,1,-74.01052856445312,40.72621154785156,-73.99172973632812,40.76634979248047,N,854
1189502,id1189502,2,2016-03-07 18:21:45,2016-03-08 18:20:35,1,-73.97286987304686,40.764556884765625,-74.00404357910156,40.73352813720703,N,86330
339111,id339111,2,2016-06-25 23:55:48,2016-06-26 00:14:26,3,-73.97702026367188,40.75885391235352,-74.00409698486328,40.73411560058594,N,1118
486134,id486134,2,2016-04-20 23:30:40,2016-04-21 00:03:59,2,-73.98311614990234,40.769355773925774,-73.96513366699219,40.69437789916992,N,1999
865119,id865119,2,2016-01-19 07:09:26,2016-01-19 07:15:43,1,-73.9945068359375,40.74451446533203,-73.9801025390625,40.75997543334961,N,377
290903,id290903,2,2016-06-24 00:08:36,2016-06-24 00:24:33,5,-74.00418853759766,40.742530822753906,-73.99617767333984,40.75852966308594,N,957
15378,id015378,2,2016-05-21 20:58:01,2016-05-21 21:04:32,4,-73.9827423095703,40.77246856689453,-73.9763412475586,40.782371520996094,N,391
709006,id709006,2,2016-05-09 06:24:14,2016-05-09 06:27:15,1,-73.93711853027344,40.79360961914063,-73.93765258789062,40.80458068847656,N,181
1102494,id1102494,1,2016-02-10 15:54:17,2016-02-10 16:02:03,1,-74.00182342529298,40.751609802246094,-73.99072265625,40.75572204589844,N,466
809534,id809534,2,2016-02-03 19:49:25,2016-02-03 20:02:53,3,-73.97086334228516,40.75524520874024,-73.97412872314453,40.74315643310547,N,808
815670,id815670,2,2016-03-28 07:29:57,2016-03-28 08:06:47,1,-73.92127990722656,40.75323867797852,-74.00562286376955,40.73780059814453,N,2210
396120,id396120,2,2016-05-12 22:06:52,2016-05-12 22:26:15,1,-74.01519012451173,40.71562957763672,-73.98393249511719,40.74372863769531,N,1163
787359,id787359,1,2016-03-14 10:09:06,2016-03-14 10:40:16,1,-73.87311553955078,40.77424240112305,-73.9722671508789,40.78622055053711,N,1870
893887,id893887,2,2016-05-06 17:07:55,2016-05-06 17:30:51,5,-73.98688507080078,40.76644134521485,-73.99109649658203,40.74451446533203,N,1376
348317,id348317,1,2016-02-07 11:30:57,2016-02-07 11:37:41,1,-73.96685791015625,40.76403427124024,-73.93206024169923,40.7519760131836,N,404
1233780,id1233780,1,2016-03-14 09:10:52,2016-03-14 09:32:43,1,-73.96365356445312,40.77119064331055,-73.97975158691406,40.7546272277832,N,1311
1239166,id1239166,2,2016-04-02 09:53:15,2016-04-02 10:05:22,1,-74.01072692871094,40.72908020019531,-73.98686218261719,40.76588821411133,N,727
547105,id547105,1,2016-06-24 06:52:55,2016-06-24 07:00:23,1,-73.96021270751955,40.766395568847656,-73.97960662841797,40.746597290039055,N,448
1302003,id1302003,1,2016-06-27 18:18:18,2016-06-27 18:38:43,3,-73.9924545288086,40.75379943847656,-74.01725006103516,40.705055236816406,N,1225
235596,id235596,1,2016-04-10 13:40:49,2016-04-10 13:49:08,1,-73.9922332763672,40.74283218383789,-73.97721099853516,40.743743896484375,N,499
106455,id106455,2,2016-06-17 11:23:09,2016-06-17 11:27:13,1,-73.99038696289062,40.75605010986328,-73.98438262939453,40.7646598815918,N,244
1133965,id1133965,2,2016-05-17 11:23:19,2016-05-17 11:32:50,1,-73.98554992675781,40.75379180908203,-73.98008728027342,40.76079940795898,N,571
1158066,id1158066,2,2016-06-16 05:52:17,2016-06-16 06:04:09,1,-73.9769515991211,40.76478958129883,-73.95587158203125,40.79978942871094,N,712
261499,id261499,1,2016-06-15 18:14:50,2016-06-15 18:41:46,1,-73.96262359619139,40.76067352294922,-73.98387908935547,40.74942398071289,N,1616
810677,id810677,2,2016-05-02 10:22:52,2016-05-02 10:32:17,1,-73.99909973144531,40.76118850708008,-73.98551940917969,40.75835037231445,N,565
397935,id397935,2,2016-03-27 03:02:54,2016-03-27 03:07:37,5,-73.98101043701173,40.7377815246582,-73.97855377197266,40.7287483215332,N,283
396967,id396967,2,2016-05-18 12:26:05,2016-05-18 12:29:07,2,-73.98670959472656,40.7789306640625,-73.98235321044923,40.77492904663085,N,182
326781,id326781,1,2016-01-17 15:10:37,2016-01-17 15:21:29,1,-73.99654388427734,40.74796676635742,-73.98738098144531,40.76518630981445,N,652
333099,id333099,2,2016-01-03 03:50:36,2016-01-03 03:54:08,1,-73.99533081054686,40.7496223449707,-73.99018859863281,40.75736618041992,N,212
1013245,id1013245,1,2016-01-14 09:32:22,2016-01-14 09:40:02,1,-73.98817443847656,40.76452255249024,-73.98265075683594,40.75743865966797,Y,460
842604,id842604,1,2016-06-23 19:02:01,2016-06-23 19:20:49,1,-73.99092102050781,40.686073303222656,-73.94800567626955,40.7243537902832,N,1128
826747,id826747,1,2016-05-17 10:24:31,2016-05-17 10:50:29,1,-73.95410919189453,40.76412963867188,-73.9738998413086,40.75212860107422,N,1558
327064,id327064,2,2016-03-06 18:17:09,2016-03-06 18:27:59,1,-73.98236083984375,40.73974990844727,-73.99040222167969,40.75698852539063,N,650
141176,id141176,1,2016-01-20 17:35:03,2016-01-20 17:40:17,1,-74.00033569335938,40.72732543945313,-73.99321746826173,40.741981506347656,N,314
1135924,id1135924,1,2016-03-07 11:44:01,2016-03-07 12:20:00,2,-74.00537872314453,40.72114562988281,-73.95852661132812,40.77825164794922,N,2159
840463,id840463,1,2016-05-05 20:15:12,2016-05-05 20:39:43,1,-73.99240112304686,40.74346923828125,-73.99372863769531,40.72124481201172,N,1471
767953,id767953,2,2016-02-01 15:31:32,2016-02-01 15:39:50,2,-73.9676513671875,40.75363159179688,-73.98175048828125,40.743648529052734,N,498
397918,id397918,1,2016-06-27 17:18:19,2016-06-27 17:34:30,1,-73.99698638916014,40.72230911254883,-73.97824096679686,40.7579460144043,N,971
132828,id132828,1,2016-06-04 01:03:08,2016-06-04 01:11:35,1,-74.00182342529298,40.73955535888672,-73.99447631835938,40.74584579467773,N,507
920713,id920713,1,2016-01-09 12:11:47,2016-01-09 12:35:41,1,-73.97725677490234,40.78766250610352,-73.97720336914062,40.71545028686523,N,1434
333004,id333004,1,2016-04-25 06:46:47,2016-04-25 07:00:12,1,-73.95455169677734,40.78087997436523,-73.9914779663086,40.7498435974121,N,805
338490,id338490,1,2016-05-13 17:24:03,2016-05-13 17:39:18,3,-73.97824096679686,40.74841690063477,-73.98844146728516,40.74606704711913,N,915
264061,id264061,1,2016-01-27 09:16:00,2016-01-27 09:46:34,1,-73.99112701416014,40.717445373535156,-73.9918441772461,40.74316787719727,N,1834
308678,id308678,2,2016-05-05 21:43:48,2016-05-05 22:00:44,1,-73.97821807861328,40.7772216796875,-73.99612426757811,40.74422073364258,N,1016
1000092,id1000092,1,2016-04-30 20:17:35,2016-04-30 20:33:08,1,-74.00424194335938,40.73797607421875,-73.98855590820312,40.727516174316406,N,933
704106,id704106,2,2016-03-12 22:17:05,2016-03-12 22:28:39,1,-73.97872161865234,40.75051879882813,-73.9565200805664,40.77540969848633,N,694
1191687,id1191687,2,2016-01-25 08:47:46,2016-01-25 09:01:15,5,-73.98146057128906,40.74663925170898,-74.00324249267578,40.723011016845696,N,809
619578,id619578,1,2016-06-11 20:54:02,2016-06-11 21:02:14,1,-73.99394989013672,40.75210571289063,-73.97689056396483,40.74724960327149,N,492
432014,id432014,2,2016-03-10 08:36:21,2016-03-10 08:51:53,1,-73.98297882080078,40.76678085327149,-73.96173095703125,40.76443099975585,N,932
1060569,id1060569,1,2016-05-12 07:14:15,2016-05-12 07:20:44,1,-73.99259948730467,40.76330184936523,-73.9791717529297,40.756126403808594,N,389
521488,id521488,2,2016-06-13 10:37:20,2016-06-13 10:45:16,1,-73.94780731201173,40.7706184387207,-73.96514129638672,40.75947189331055,N,476
266897,id266897,1,2016-05-16 20:18:23,2016-05-16 20:33:50,1,-73.99409484863281,40.736228942871094,-73.98226165771484,40.7630729675293,N,927
599274,id599274,1,2016-06-22 15:53:04,2016-06-22 15:59:27,1,-73.98853302001955,40.7741813659668,-73.9888687133789,40.764896392822266,N,383
812651,id812651,2,2016-03-05 12:50:03,2016-03-05 13:00:32,6,-73.95767974853516,40.76484680175781,-73.97702026367188,40.743247985839844,N,629
230764,id230764,2,2016-04-15 15:45:56,2016-04-15 15:53:33,1,-73.9727783203125,40.757637023925774,-73.97216796875,40.748870849609375,N,457
930498,id930498,2,2016-06-17 22:43:16,2016-06-17 22:47:57,6,-74.00301361083984,40.72343063354492,-73.99714660644531,40.73670959472656,N,281
547879,id547879,2,2016-01-17 12:41:45,2016-01-17 12:48:39,1,-73.96247100830078,40.778972625732415,-73.97557830810547,40.76021194458008,N,414
728026,id728026,1,2016-02-22 13:57:39,2016-02-22 14:15:03,1,-73.99152374267578,40.75001907348633,-74.01437377929686,40.70366287231445,Y,1044
440078,id440078,1,2016-04-25 06:36:14,2016-04-25 06:41:56,4,-73.99034118652342,40.75596237182617,-73.9744415283203,40.75931167602539,N,342
961518,id961518,1,2016-06-14 19:16:39,2016-06-14 19:25:00,1,-74.0038833618164,40.753089904785156,-73.98944854736328,40.7476921081543,N,501
310338,id310338,2,2016-06-11 14:52:41,2016-06-11 15:01:08,1,-73.96527099609375,40.771766662597656,-73.98293304443358,40.77503967285156,N,507
966252,id966252,1,2016-03-18 20:23:58,2016-03-18 20:38:11,1,-74.0013198852539,40.73915481567383,-73.9875717163086,40.71989822387695,N,853
824228,id824228,2,2016-02-17 13:15:33,2016-02-17 13:30:27,2,-73.97209167480467,40.76213073730469,-73.98580932617188,40.757568359375,N,894
64301,id064301,1,2016-03-09 13:18:07,2016-03-09 13:36:27,1,-73.97920227050781,40.75554656982422,-74.00735473632812,40.717506408691406,N,1100
818819,id818819,2,2016-05-24 13:57:14,2016-05-24 14:24:47,1,-73.97570037841797,40.74853897094727,-73.96315002441406,40.77503967285156,N,1653
62576,id062576,1,2016-02-13 10:57:22,2016-02-13 11:11:10,1,-73.97118377685547,40.7928581237793,-73.9910430908203,40.77476501464844,N,828
803492,id803492,1,2016-03-29 06:32:04,2016-03-29 06:37:33,1,-73.96707153320312,40.76651382446289,-73.9828872680664,40.76486587524415,N,329
1216674,id1216674,1,2016-05-13 18:20:53,2016-05-13 18:32:20,1,-73.99712371826173,40.7221565246582,-73.98800659179686,40.73805236816406,N,687
913952,id913952,1,2016-03-17 00:00:50,2016-03-17 00:17:55,1,-73.99188232421875,40.74533462524415,-73.96578979492188,40.80532455444336,N,1025
987414,id987414,2,2016-04-20 18:22:23,2016-04-20 18:30:21,3,-73.98807525634766,40.720527648925774,-73.95305633544923,40.71150207519531,N,478
1168655,id1168655,2,2016-01-21 22:14:22,2016-01-21 22:27:46,1,-73.97799682617188,40.7481689453125,-73.98214721679686,40.77048873901367,N,804
1198807,id1198807,2,2016-02-27 23:15:51,2016-02-28 00:05:19,2,-73.95478057861328,40.78926086425781,-73.95342254638672,40.699531555175774,N,2968
1242310,id1242310,2,2016-04-15 15:01:21,2016-04-15 15:05:13,1,-73.98235321044923,40.77324295043945,-73.98710632324219,40.77010726928711,N,232
1280206,id1280206,2,2016-03-12 10:52:16,2016-03-12 11:02:56,1,-73.97215270996094,40.75004959106445,-73.989013671875,40.7397689819336,N,640
495896,id495896,2,2016-01-07 14:23:12,2016-01-07 14:32:16,2,-73.97308349609375,40.79315185546875,-73.98221588134766,40.776100158691406,N,544
92552,id092552,1,2016-05-02 06:43:41,2016-05-02 06:56:20,1,-74.01587677001955,40.71510314941406,-73.97274780273438,40.7447509765625,N,759
770578,id770578,1,2016-05-09 22:07:39,2016-05-09 22:36:27,2,-74.00939178466798,40.716209411621094,-73.94683074951173,40.74697494506836,N,1728
809269,id809269,2,2016-06-15 18:17:34,2016-06-15 18:28:29,6,-73.97358703613281,40.75973510742188,-73.95275115966798,40.7850341796875,N,655
558600,id558600,1,2016-01-01 22:35:18,2016-01-01 22:38:16,1,-73.98680877685547,40.7545051574707,-73.99394226074219,40.7520866394043,N,178
217136,id217136,2,2016-02-22 14:38:11,2016-02-22 14:44:59,1,-73.9976577758789,40.73440170288085,-73.98703002929686,40.736629486083984,N,408
42885,id042885,2,2016-03-20 21:48:55,2016-03-20 21:50:21,2,-73.94098663330078,40.75540161132813,-73.93309020996094,40.75273895263672,N,86
712208,id712208,2,2016-05-08 03:48:12,2016-05-08 03:55:59,1,-73.93495178222656,40.80091857910156,-73.93656921386719,40.830238342285156,N,467
177688,id177688,1,2016-03-18 22:15:10,2016-03-18 22:24:49,2,-73.99258422851562,40.745113372802734,-73.98661041259766,40.729888916015625,N,579
1033982,id1033982,1,2016-03-06 15:02:53,2016-03-06 15:07:46,1,-73.99960327148438,40.74480819702149,-73.99312591552734,40.746009826660156,N,293
569904,id569904,2,2016-06-04 10:19:59,2016-06-04 10:23:43,5,-73.97820281982422,40.74428176879883,-73.97476196289062,40.75225830078125,N,224
490606,id490606,1,2016-05-21 20:09:21,2016-05-21 20:15:06,1,-73.98883056640625,40.75771713256836,-73.98023223876955,40.76433563232422,N,345
347474,id347474,2,2016-05-17 12:29:53,2016-05-17 12:49:32,3,-73.9953384399414,40.72621154785156,-73.98475646972656,40.74773025512695,N,1179
1158999,id1158999,1,2016-02-06 21:40:42,2016-02-06 21:47:45,2,-73.99230194091797,40.72486114501953,-73.98775482177734,40.73260498046875,N,423
187358,id187358,1,2016-03-02 16:03:54,2016-03-02 16:30:01,1,-73.97913360595702,40.764026641845696,-73.99620819091797,40.76825714111328,N,1567
93658,id093658,2,2016-05-18 07:03:11,2016-05-18 07:24:27,1,-73.98348999023438,40.73878860473633,-73.87296295166014,40.77449035644531,N,1276
894081,id894081,2,2016-05-30 23:45:50,2016-05-30 23:48:48,1,-73.94007873535155,40.809478759765625,-73.94747161865234,40.80115127563477,N,178
1039892,id1039892,1,2016-02-15 10:04:29,2016-02-15 10:13:45,1,-73.9925765991211,40.7485466003418,-74.00971984863281,40.72242736816406,N,556
413556,id413556,1,2016-04-17 12:09:22,2016-04-17 12:19:11,2,-74.01488494873048,40.70907211303711,-73.99656677246094,40.72527694702149,N,589
1140284,id1140284,2,2016-03-21 09:34:42,2016-03-21 09:52:05,2,-73.95263671875,40.77294921875,-73.98251342773438,40.76373672485352,N,1043
1187951,id1187951,2,2016-05-11 18:04:25,2016-05-11 18:29:30,2,-73.96373748779298,40.77114868164063,-73.99308013916014,40.73329162597656,N,1505
179079,id179079,2,2016-05-26 18:26:08,2016-05-26 18:47:55,6,-73.97196197509766,40.79679870605469,-74.01029205322266,40.74783706665039,N,1307
685041,id685041,2,2016-04-16 17:40:46,2016-04-16 18:01:23,2,-73.98484802246094,40.72808837890625,-74.00665283203125,40.7394905090332,N,1237
1232001,id1232001,2,2016-06-24 14:53:42,2016-06-24 15:22:29,1,-73.9884262084961,40.727638244628906,-74.00425720214845,40.71583938598633,N,1727
623389,id623389,2,2016-05-17 09:34:22,2016-05-17 09:45:12,1,-73.97166442871094,40.76347351074219,-73.96794128417969,40.78730010986328,N,650
1070513,id1070513,2,2016-06-08 14:15:48,2016-06-08 14:32:09,2,-73.95558929443358,40.76830673217773,-73.95559692382812,40.78686141967773,N,981
200893,id200893,2,2016-04-18 17:39:02,2016-04-18 17:42:24,6,-73.9527587890625,40.778186798095696,-73.9431381225586,40.77729034423828,N,202
36954,id036954,1,2016-06-30 22:25:29,2016-06-30 22:33:49,2,-73.96761322021484,40.75616836547852,-73.9765396118164,40.745887756347656,N,500
426018,id426018,2,2016-06-02 01:58:33,2016-06-02 02:03:15,2,-73.9729232788086,40.78027725219727,-73.9659194946289,40.78984451293945,N,282
295559,id295559,1,2016-03-02 19:28:25,2016-03-02 20:11:14,2,-73.86392974853516,40.769447326660156,-73.99227142333984,40.7425651550293,N,2569
2807,id002807,2,2016-04-29 08:40:58,2016-04-29 08:52:20,2,-73.97110748291014,40.75104141235352,-73.98410797119139,40.748931884765625,N,682
833803,id833803,2,2016-02-19 08:29:58,2016-02-19 08:46:43,1,-73.97888946533203,40.76187133789063,-73.99387359619139,40.751331329345696,N,1005
530085,id530085,1,2016-04-01 13:36:31,2016-04-01 13:59:07,1,-73.98017120361328,40.74575424194336,-73.97301483154298,40.780311584472656,N,1356
971347,id971347,1,2016-06-10 00:07:54,2016-06-10 00:34:43,1,-73.94934844970702,40.7880859375,-74.00784301757811,40.731971740722656,N,1609
432600,id432600,2,2016-06-11 18:11:13,2016-06-11 18:17:30,2,-73.98726654052734,40.73740768432617,-73.99372863769531,40.74010848999024,N,377
178176,id178176,1,2016-06-24 10:47:35,2016-06-24 11:15:24,1,-73.95496368408203,40.78011322021485,-74.01142120361328,40.7094612121582,N,1669
578515,id578515,2,2016-06-22 21:18:57,2016-06-22 21:55:54,1,-73.97557830810547,40.75191116333008,-73.95365905761719,40.69038009643555,N,2217
167234,id167234,1,2016-01-10 00:00:00,2016-01-10 00:11:52,1,-73.9901123046875,40.71956634521485,-74.00223541259766,40.73444747924805,N,712
398566,id398566,2,2016-05-08 15:28:53,2016-05-08 15:37:25,1,-73.95401000976562,40.77907180786133,-73.96009826660156,40.76654815673828,N,512
396726,id396726,2,2016-04-01 23:49:39,2016-04-02 00:11:41,6,-73.98268127441406,40.74429321289063,-73.94960021972656,40.71562194824219,N,1322
495690,id495690,1,2016-01-09 19:07:07,2016-01-09 19:14:27,2,-73.99110412597656,40.76042175292969,-73.97611999511719,40.76374435424805,N,440
623281,id623281,1,2016-05-01 00:21:07,2016-05-01 00:23:30,1,-73.98843383789062,40.718204498291016,-73.98187255859375,40.71447372436523,N,143
438591,id438591,2,2016-01-08 07:40:40,2016-01-08 07:44:30,1,-74.00321960449219,40.72741317749024,-73.99359130859375,40.74119567871094,N,230
979365,id979365,1,2016-01-19 17:12:00,2016-01-19 17:29:55,1,-73.96984100341797,40.75061798095703,-73.98997497558594,40.75088882446289,N,1075
885910,id885910,2,2016-01-02 15:31:06,2016-01-02 15:34:50,1,-73.96382141113281,40.77412033081055,-73.95912170410156,40.77074432373047,N,224
1009238,id1009238,2,2016-02-13 17:48:43,2016-02-13 18:10:22,1,-73.97895812988281,40.77738952636719,-73.95406341552734,40.76715087890625,N,1299
1060952,id1060952,2,2016-01-30 10:16:16,2016-01-30 10:21:57,1,-73.99488830566406,40.73656845092773,-74.00675964355469,40.74792098999024,N,341
1259783,id1259783,1,2016-06-02 15:05:15,2016-06-02 15:19:50,2,-73.9749984741211,40.79039764404297,-73.98497009277344,40.765003204345696,N,875
837736,id837736,2,2016-06-09 19:45:36,2016-06-09 19:56:51,2,-73.9853515625,40.74752426147461,-73.98906707763672,40.72916030883789,N,675
322197,id322197,1,2016-04-27 08:09:16,2016-04-27 08:15:23,1,-73.9915542602539,40.744453430175774,-73.9781494140625,40.73921203613281,N,367
1245811,id1245811,1,2016-02-03 06:29:00,2016-02-03 06:34:19,1,-74.00239562988281,40.733394622802734,-74.01380157470702,40.71477890014648,N,319
872280,id872280,2,2016-02-13 15:20:36,2016-02-13 15:29:25,1,-73.98159790039062,40.78059387207031,-73.96772766113281,40.80232620239258,N,529
530881,id530881,2,2016-04-26 11:56:53,2016-04-26 12:04:30,1,-73.88605499267578,40.772857666015625,-73.89376831054686,40.75849151611328,N,457
60335,id060335,2,2016-05-04 12:46:04,2016-05-04 13:00:07,3,-73.96696472167969,40.77253723144531,-73.98239135742188,40.76543045043945,N,843
614648,id614648,1,2016-04-26 01:09:46,2016-04-26 01:19:18,1,-73.97562408447266,40.78919982910156,-73.99999237060547,40.76118087768555,N,572
593913,id593913,1,2016-01-15 20:17:06,2016-01-15 20:25:35,1,-73.99982452392578,40.72678756713867,-73.9815902709961,40.72067642211913,N,509
708256,id708256,2,2016-04-06 11:42:06,2016-04-06 11:53:26,1,-73.9804458618164,40.760658264160156,-73.9776611328125,40.77688980102539,N,680
710278,id710278,1,2016-01-11 21:11:41,2016-01-11 21:25:43,1,-73.98149871826173,40.7553939819336,-73.99996948242188,40.72812271118164,N,842
92699,id092699,1,2016-02-22 08:34:20,2016-02-22 08:45:52,1,-73.96587371826173,40.76316452026367,-73.98320007324219,40.75532531738281,N,692
1139714,id1139714,1,2016-04-08 19:17:05,2016-04-08 19:31:07,1,-74.00213623046875,40.7299919128418,-73.99089813232422,40.71459197998047,N,842
809822,id809822,1,2016-02-10 06:17:11,2016-02-10 06:29:10,1,-73.9766845703125,40.74374771118164,-74.01361846923827,40.71546173095703,N,719
34377,id034377,2,2016-04-23 10:13:15,2016-04-23 10:16:24,1,-73.96651458740234,40.75330352783203,-73.97392272949219,40.75801086425781,N,189
784698,id784698,2,2016-01-13 17:39:27,2016-01-13 17:45:15,2,-73.98845672607422,40.75896072387695,-73.99117279052734,40.75019073486328,N,348
325707,id325707,2,2016-05-05 01:38:34,2016-05-05 02:01:42,2,-73.98834228515625,40.72898864746094,-73.9033203125,40.7447509765625,N,1388
1289586,id1289586,2,2016-02-03 21:53:41,2016-02-03 21:56:58,2,-73.97787475585938,40.74224853515625,-73.97650909423827,40.75025939941406,N,197
347956,id347956,2,2016-02-21 02:03:10,2016-02-21 02:08:58,6,-73.99456787109375,40.76605987548828,-73.99913787841797,40.74470901489258,N,348
1290533,id1290533,1,2016-04-11 14:23:15,2016-04-11 14:26:56,1,-73.95536804199219,40.78017807006836,-73.95897674560547,40.77991485595703,N,221
1291656,id1291656,2,2016-02-10 12:19:37,2016-02-10 12:39:03,1,-73.99908447265625,40.741546630859375,-73.9821014404297,40.73597717285156,N,1166
53315,id053315,1,2016-04-03 14:51:00,2016-04-03 15:00:27,1,-73.96134185791014,40.80666732788085,-73.97853851318358,40.77795028686523,N,567
1109438,id1109438,1,2016-04-26 08:22:00,2016-04-26 08:24:37,1,-73.9896469116211,40.76770782470703,-73.98273468017578,40.77707290649415,N,157
422553,id422553,1,2016-06-09 09:34:20,2016-06-09 10:01:26,1,-74.00946044921875,40.70570373535156,-73.99739837646483,40.72546005249024,N,1626
269545,id269545,1,2016-05-31 21:36:55,2016-05-31 21:54:16,1,-74.00489044189453,40.73039245605469,-74.00042724609375,40.689788818359375,N,1041
59848,id059848,2,2016-06-09 19:16:31,2016-06-09 19:28:25,1,-73.97872161865234,40.77264022827149,-73.96949768066406,40.75334167480469,N,714
1260155,id1260155,2,2016-02-21 00:31:28,2016-02-21 00:59:15,1,-73.95763397216798,40.71991729736328,-73.98140716552734,40.72480773925781,N,1667
701534,id701534,2,2016-02-14 14:00:55,2016-02-14 14:17:38,1,-74.0085678100586,40.71136093139648,-73.98592376708984,40.75067138671875,N,1003
170956,id170956,1,2016-02-19 12:21:16,2016-02-19 12:36:19,1,-73.9978256225586,40.72075271606445,-74.00370025634766,40.74842071533203,N,903
511130,id511130,2,2016-06-08 21:53:44,2016-06-08 22:08:07,1,-74.01667022705078,40.71145248413085,-73.98897552490234,40.748138427734375,N,863
735693,id735693,2,2016-05-05 12:22:02,2016-05-05 12:36:18,1,-73.94618225097656,40.77735137939453,-73.97822570800781,40.73442077636719,N,856
911672,id911672,2,2016-01-17 16:31:13,2016-01-17 16:52:37,5,-73.98750305175781,40.76552963256836,-73.98430633544923,40.73740005493164,N,1284
1263398,id1263398,2,2016-06-05 18:31:57,2016-06-05 18:45:45,1,-74.01421356201173,40.712078094482415,-73.99601745605469,40.74916458129883,N,828
1182981,id1182981,1,2016-04-16 19:06:36,2016-04-16 19:31:13,1,-73.99105072021484,40.73074340820313,-73.98843383789062,40.75906753540039,N,1477
119662,id119662,1,2016-04-02 20:00:07,2016-04-02 20:10:40,1,-73.98560333251955,40.75284957885742,-73.99945068359375,40.75882339477539,N,633
568372,id568372,2,2016-06-26 03:28:31,2016-06-26 03:38:56,2,-73.96558380126955,40.71345138549805,-73.98625183105469,40.7137107849121,N,625
687149,id687149,1,2016-05-02 14:23:04,2016-05-02 14:26:39,1,-73.9838638305664,40.72553634643555,-73.98395538330078,40.7293701171875,N,215
330093,id330093,1,2016-04-30 14:39:03,2016-04-30 14:44:27,1,-73.97654724121094,40.75693130493164,-73.9690933227539,40.76678085327149,N,324
714439,id714439,2,2016-06-30 16:58:12,2016-06-30 17:27:14,5,-74.00285339355469,40.76047134399415,-73.98426818847656,40.74999237060547,N,1742
640386,id640386,1,2016-06-10 14:07:05,2016-06-10 14:26:40,1,-74.0032730102539,40.726959228515625,-73.97977447509766,40.7609748840332,N,1175
1008707,id1008707,2,2016-02-28 15:48:59,2016-02-28 16:02:01,1,-73.95198822021484,40.77802276611328,-73.96458435058595,40.792724609375,N,782
1064220,id1064220,2,2016-03-21 10:46:02,2016-03-21 10:55:41,1,-73.98223876953125,40.75770950317383,-73.99114990234375,40.757511138916016,N,579
